H1-O1 	 -9.774113382097024 
H1-O2 	 11.563540264945402 
H1-O3 	 14.76275095732653 
H1-O4 	 8.548724607581706 
H2-O1 	 7.044745958428474 
H2-O2 	 -11.774051353797358 
H2-O3 	 3.3651265283410474 
H2-O4 	 -9.03589552078159 
H3-O1 	 8.865223529018358 
H3-O2 	 -9.885596063560412 
H3-O3 	 -5.020342863283445 
H3-O4 	 11.592720353895961 
H4-O1 	 -7.073730394628217 
H4-O2 	 5.7371656130223885 
H4-O3 	 -16.43667672687964 
H4-O4 	 -9.603108191988785 
H5-O1 	 -13.84423694869417 
H5-O2 	 -1.7700818163994407 
H5-O3 	 4.806320729745199 
H5-O4 	 1.673985568374907 
H6-O1 	 9.362650036278632 
H6-O2 	 17.02057251823311 
H6-O3 	 10.311947082569333 
H6-O4 	 7.623350189228931 
I1-H1 	 4.203273240761978 
I1-H2 	 1.9106442173068872 
I1-H3 	 -5.826924335729454 
I1-H4 	 -8.87505973594233 
I1-H5 	 2.423252364424715 
I1-H6 	 -7.66095876608694 
I2-H1 	 -11.126381650241646 
I2-H2 	 0.5040955857233438 
I2-H3 	 -1.9913790214714993 
I2-H4 	 -4.774377194114204 
I2-H5 	 3.8980603846612873 
I2-H6 	 -3.748350348144276 
I3-H1 	 7.765790615202146 
I3-H2 	 -7.238813116693136 
I3-H3 	 3.6710096312898894 
I3-H4 	 4.767015023380685 
I3-H5 	 -2.5008967763542405 
I3-H6 	 -3.106222945672602 
I4-H1 	 -3.378474668639955 
I4-H2 	 0.24152504794220117 
I4-H3 	 10.808597070348382 
I4-H4 	 4.792486195980458 
I4-H5 	 -0.5493186226894797 
I4-H6 	 -2.126973848196082 
I5-H1 	 -2.0078613089541815 
I5-H2 	 6.371878737703226 
I5-H3 	 -8.67582025449027 
I5-H4 	 1.5378472046719935 
I5-H5 	 -2.0119110701812106 
I5-H6 	 8.446927435876226 
I6-H1 	 -2.6435212315494576 
I6-H2 	 4.089373673286501 
I6-H3 	 -3.9810971512612907 
I6-H4 	 7.794712244347576 
I6-H5 	 -8.286671577979325 
I6-H6 	 2.128399157918794 
I7-H1 	 2.3949607291464403 
I7-H2 	 -1.5984038445092228 
I7-H3 	 -0.6485338323377875 
I7-H4 	 -4.8503819755248045 
I7-H5 	 0.04462169962835946 
I7-H6 	 1.99185380606972 
