H1-O1 	H1-O2 	H1-O3 	H2-O1 	H2-O2 	H2-O3 	H3-O1 	H3-O2 	H3-O3 	H4-O1 	H4-O2 	H4-O3 	I1-H1 	I1-H2 	I1-H3 	I1-H4 	I2-H1 	I2-H2 	I2-H3 	I2-H4 	I3-H1 	I3-H2 	I3-H3 	I3-H4 	I4-H1 	I4-H2 	I4-H3 	I4-H4 	I5-H1 	I5-H2 	I5-H3 	I5-H4 	I6-H1 	I6-H2 	I6-H3 	I6-H4 	I7-H1 	I7-H2 	I7-H3 	I7-H4 	
    8	    6	    2	   -3	   -3	    6	   -3	    5	   -2	    0	   -7	   -5	    3	    1	    0	   -1	   -2	   -1	    0	    0	    0	    2	    0	    1	   -3	    1	    0	    0	    0	   -2	    2	    1	    1	   -1	   -2	    1	    1	   -2	    1	    0	
    8	    6	    1	   -3	   -3	    7	   -3	    5	   -3	    0	   -7	   -4	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -2	   -2	    2	    1	   -1	    1	    0	
    8	    5	    2	   -3	   -3	    7	   -4	    5	   -3	   -1	   -6	   -5	    2	    1	    0	   -2	   -1	   -1	    0	    0	    0	    2	   -1	    0	   -2	    1	    0	    1	   -1	   -3	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    8	    6	    2	   -3	   -3	    6	   -3	    5	   -3	    0	   -7	   -5	    3	    1	    0	   -1	   -1	   -1	    1	    0	    0	    2	    0	    0	   -3	    1	    0	    0	    0	   -2	    2	    1	    1	   -1	   -2	    1	    0	   -1	    1	    0	
    7	    5	    1	   -2	   -3	    7	   -4	    5	   -3	    0	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    1	    0	    1	   -1	   -1	    2	    1	   -2	    2	    0	
    8	    6	    2	   -3	   -3	    7	   -3	    5	   -2	    0	   -6	   -5	    2	    1	    0	   -1	   -2	   -1	    0	    0	    0	    2	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -2	    1	    1	   -1	    1	    0	
    7	    5	    1	   -3	   -3	    6	   -3	    5	   -3	   -1	   -7	   -4	    2	    0	    0	   -1	   -1	    0	    1	    0	    1	    1	    0	    0	   -3	    2	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -2	    2	    1	   -1	    1	    0	
    8	    6	    2	   -3	   -2	    6	   -3	    5	   -3	    0	   -6	   -5	    3	    1	    0	   -1	   -1	   -1	    0	    0	    0	    2	   -1	    0	   -2	    1	    0	    0	   -1	   -3	    2	    1	    1	   -2	   -1	    1	    1	   -1	    1	    0	
    7	    5	    1	   -3	   -3	    7	   -4	    5	   -3	    0	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    1	   -2	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -2	    1	    1	   -1	    1	    0	
    7	    6	    2	   -2	   -3	    6	   -3	    4	   -2	    0	   -6	   -5	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    2	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -1	    2	    1	   -1	    1	    0	
    8	    5	    1	   -3	   -3	    6	   -3	    5	   -3	   -1	   -7	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    1	   -1	   -2	    1	    0	   -1	    1	    0	
    7	    5	    2	   -3	   -3	    7	   -3	    5	   -3	    0	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    0	   -3	    1	    0	    0	   -1	   -2	    2	    1	    0	   -1	   -1	    1	    1	   -2	    1	    0	
    7	    5	    1	   -3	   -2	    6	   -3	    5	   -2	    0	   -6	   -5	    2	    1	    0	   -1	   -1	   -1	    1	    0	    0	    1	   -1	    0	   -2	    1	    0	    1	    0	   -2	    1	    0	    1	   -1	   -2	    2	    1	   -1	    1	    0	
    7	    6	    2	   -2	   -3	    6	   -4	    4	   -3	    0	   -6	   -4	    3	    1	   -1	   -1	   -2	    0	    0	    0	    0	    2	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -1	    1	    1	   -1	    2	    0	
    7	    5	    1	   -3	   -3	    6	   -3	    5	   -2	    0	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    1	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    7	    5	    1	   -3	   -2	    6	   -3	    4	   -3	   -1	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -2	    1	    1	   -1	    1	    0	
    7	    5	    2	   -2	   -3	    6	   -3	    5	   -2	    0	   -5	   -5	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    1	   -2	    1	    0	    1	    0	   -2	    1	    1	    1	   -1	   -1	    2	    0	   -1	    1	    0	
    7	    5	    1	   -3	   -3	    6	   -3	    4	   -3	    0	   -6	   -4	    2	    0	    0	   -1	   -1	   -1	    1	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    2	    0	    0	   -1	   -2	    1	    1	   -1	    1	    0	
    7	    5	    2	   -2	   -2	    6	   -3	    5	   -2	    0	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    0	   -2	    1	   -1	    0	    0	   -2	    1	    1	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    7	    5	    1	   -3	   -3	    6	   -3	    4	   -3	   -1	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    1	    0	    1	    0	    0	   -2	    1	    0	    1	   -1	   -2	    1	    1	    0	   -2	   -2	    1	    1	   -1	    1	    0	
    6	    5	    1	   -3	   -2	    6	   -3	    5	   -2	    0	   -5	   -4	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -1	    2	    1	   -1	    1	    0	
    7	    5	    2	   -2	   -3	    6	   -3	    4	   -3	    0	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    2	    0	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    1	   -1	   -1	    1	    0	   -1	    1	    0	
    7	    4	    1	   -3	   -3	    5	   -3	    5	   -2	    0	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    0	    0	   -1	   -2	    1	    1	   -1	    1	    0	
    6	    5	    2	   -2	   -2	    6	   -3	    4	   -3	   -1	   -5	   -4	    2	    1	    0	   -1	   -1	   -1	    1	    0	    0	    1	   -1	    0	   -2	    1	    0	    1	    0	   -1	    1	    1	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    7	    5	    1	   -3	   -3	    6	   -3	    4	   -2	    0	   -6	   -4	    2	    0	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    0	   -1	   -1	    2	    1	   -1	    1	   -1	
    6	    5	    1	   -2	   -2	    5	   -2	    4	   -2	    0	   -5	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    1	   -2	    1	    0	    0	    0	   -2	    1	    1	    1	   -1	   -2	    1	    0	   -2	    1	    0	
    7	    5	    1	   -2	   -2	    6	   -3	    5	   -3	    0	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    2	    0	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    2	   -3	   -3	    6	   -3	    4	   -2	    0	   -5	   -4	    1	    1	    0	   -1	   -1	   -1	    1	    0	    0	    2	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    7	    5	    1	   -2	   -2	    5	   -3	    4	   -2	   -1	   -6	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -2	    1	    1	    0	    1	    0	
    6	    4	    1	   -3	   -3	    6	   -3	    4	   -3	    0	   -5	   -3	    2	    0	    0	   -1	   -1	   -1	    0	    0	    1	    1	   -1	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    0	    0	   -1	    1	    0	   -1	    1	    0	
    6	    5	    2	   -2	   -2	    5	   -2	    4	   -2	    0	   -5	   -4	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    2	    0	    0	   -2	    1	    0	    0	    0	   -1	    1	    0	    1	   -1	   -1	    2	    1	   -1	    1	    0	
    7	    5	    1	   -2	   -2	    6	   -3	    4	   -2	    0	   -6	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    0	   -1	   -2	    1	    1	   -1	    1	    0	
    6	    4	    1	   -3	   -3	    5	   -3	    4	   -3	   -1	   -5	   -4	    2	    1	    0	    0	   -1	    0	    0	    0	    0	    1	   -1	    0	   -2	    0	    0	    1	    0	   -2	    1	    1	    1	   -1	   -1	    1	    0	   -1	    1	    0	
    6	    5	    1	   -2	   -2	    5	   -3	    5	   -2	    0	   -5	   -3	    1	    1	    0	   -1	   -1	   -1	    1	    0	    0	    1	    0	    0	   -1	    1	    0	    0	   -1	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    2	   -2	   -3	    6	   -2	    4	   -2	    0	   -5	   -4	    2	    0	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    1	   -2	    1	    0	    0	    0	   -1	    1	    0	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    5	    1	   -3	   -2	    5	   -3	    4	   -2	    0	   -5	   -4	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	   -1	    0	   -2	    1	   -1	    0	   -1	   -2	    1	    1	    1	   -1	   -2	    1	    0	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    5	   -3	    4	   -3	    0	   -6	   -3	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    6	   -2	    3	   -2	   -1	   -5	   -4	    2	    1	    0	   -1	    0	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -1	    1	    0	    1	   -1	   -1	    1	    1	   -1	    0	    0	
    6	    5	    2	   -3	   -3	    5	   -3	    4	   -2	    0	   -5	   -4	    1	    0	    0	   -1	   -1	    0	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    5	   -3	    4	   -2	    0	   -5	   -3	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    2	   -1	    0	   -1	    1	    0	    0	   -1	   -2	    1	    1	    1	   -1	   -2	    1	    0	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    5	   -2	    4	   -2	    0	   -5	   -4	    2	    1	    0	    0	   -1	    0	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -1	    2	    1	   -1	    1	    0	
    6	    5	    1	   -2	   -2	    5	   -3	    4	   -2	   -1	   -5	   -3	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    0	    0	    0	   -1	   -1	    1	    0	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    1	   -2	   -3	    5	   -2	    4	   -3	    0	   -5	   -4	    1	    0	    0	   -1	   -1	    0	    0	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	    0	   -2	    1	    1	    0	    0	   -1	    1	    0	   -1	    1	    0	
    6	    4	    2	   -3	   -2	    5	   -3	    4	   -2	    0	   -5	   -3	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    1	   -1	    1	    0	    0	    0	   -1	    1	    1	    1	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    5	   -3	    3	   -2	    0	   -4	   -4	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    0	    0	   -1	   -2	    1	    1	    0	    1	    0	
    5	    4	    1	   -2	   -2	    5	   -2	    4	   -2	    0	   -5	   -3	    1	    0	    0	   -1	   -1	    0	    0	    0	    0	    2	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    1	    1	   -1	   -1	    1	    0	   -1	    1	    0	
    6	    4	    1	   -2	   -2	    5	   -3	    4	   -2	   -1	   -5	   -4	    2	    1	    0	    0	    0	   -1	    0	    0	    0	    1	   -1	    0	   -1	    1	    0	    0	   -1	   -1	    0	    1	    0	   -1	   -1	    1	    1	   -1	    0	    0	
    6	    5	    1	   -2	   -2	    5	   -2	    4	   -2	    0	   -5	   -3	    2	    1	    0	   -1	   -1	    0	    1	    1	    0	    1	    0	    0	   -2	    0	    0	    0	    0	   -2	    1	    0	    1	   -1	   -1	    1	    0	   -1	    1	    0	
    5	    4	    1	   -2	   -3	    5	   -3	    3	   -2	    0	   -5	   -4	    1	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    6	    4	    2	   -2	   -2	    5	   -2	    4	   -2	    0	   -4	   -3	    2	    0	   -1	   -1	   -1	    0	    0	    0	    0	    1	   -1	    0	   -1	    1	    0	    0	    0	   -1	    1	    1	    1	    0	   -1	    1	    1	   -1	    1	    0	
    6	    4	    1	   -3	   -2	    5	   -3	    4	   -2	    0	   -5	   -3	    2	    1	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    1	    0	   -2	    1	    0	    0	   -1	   -1	    1	    0	   -1	    1	    0	
    5	    4	    1	   -2	   -2	    5	   -2	    3	   -2	   -1	   -5	   -4	    1	    1	    0	    0	   -1	    0	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -1	    1	    1	    1	   -1	   -2	    1	    1	    0	    1	    0	
    6	    4	    1	   -2	   -2	    4	   -2	    4	   -2	    0	   -4	   -3	    2	    0	    0	   -1	   -1	   -1	    0	    0	    0	    1	    0	    0	   -1	    0	   -1	    0	    0	   -2	    1	    0	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    5	    4	    1	   -2	   -2	    5	   -3	    4	   -2	    0	   -5	   -3	    1	    1	    0	   -1	    0	    0	    0	    0	    0	    2	   -1	    0	   -2	    1	    0	    0	   -1	   -1	    1	    1	    1	   -1	   -1	    1	    0	   -1	    0	    0	
    6	    4	    1	   -2	   -2	    5	   -2	    3	   -2	    0	   -5	   -4	    2	    1	    0	   -1	   -1	    0	    0	    0	    0	    1	    0	    1	   -1	    1	    0	    1	    0	   -2	    1	    1	    0	   -1	   -1	    1	    1	   -1	    1	    0	
    5	    4	    1	   -2	   -2	    5	   -3	    4	   -2	    0	   -4	   -3	    2	    0	    0	   -1	   -1	   -1	    1	    0	    0	    1	    0	    0	   -2	    1	    0	    0	    0	   -1	    1	    0	    1	    0	   -1	    1	    1	   -1	    1	    0	
    5	    4	    1	   -2	   -2	    4	   -2	    3	   -2	   -1	   -5	   -3	    1	    1	    0	    0	   -1	    0	    0	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	   -1	   -2	    1	    1	    0	   -1	   -1	    1	    0	   -1	    1	    0	
    6	    3	    1	   -2	   -2	    5	   -2	    4	   -2	    0	   -4	   -3	    2	    1	    0	   -1	   -1	   -1	    0	    0	    1	    1	    0	    0	   -1	    0	    0	    0	    0	   -1	    0	    1	    1	   -1	   -1	    1	    1	    0	    1	    0	
    5	    4	    1	   -2	   -2	    5	   -3	    3	   -2	    0	   -5	   -4	    1	    0	    0	   -1	    0	    0	    0	    0	    0	    1	    0	    0	   -2	    1	    0	    0	   -1	   -2	    1	    0	    0	   -1	   -1	    1	    0	   -1	    1	   -1	
    5	    4	    2	   -2	   -2	    4	   -2	    4	   -2	    0	   -4	   -3	    2	    1	    0	   -1	   -1	    0	    1	    0	    0	    1	    0	    0	   -1	    1	    0	    1	    0	   -1	    1	    1	    0	   -1	   -1	    1	    1	   -1	    0	    0	
    6	    4	    1	   -2	   -2	    5	   -2	    3	   -2	    0	   -5	   -3	    1	    1	    0	    0	   -1	   -1	    0	    0	    0	    1	   -1	    0	   -2	    1	    0	    0	    0	   -2	    1	    0	    1	    0	   -1	    1	    1	   -1	    1	    0	
